Vessel_CAT_ID,Vessel_ID,Vessel_Name,Vessel_Type,Vessel_Captain,Vessel_Type,Vessel_Category,Abbreviation
BRIG,BRIG_S000025,Syiphinde,Brig,Landen,,,
SCHR,SCHR_S000243,Sylvanus Allen,Schooner,,,,
SCHR,SCHR_S000243,Sylvanus Allen,Schooner,Sears,,,
SHIP,SHIP_S000020,Sylvia,Ship,Swasey,,,
SCHR,SCHR_S000244,Sylvia E.,Schooner,Keene,,,
SCHR,SCHR_S000244,Sylvia E.,Schooner,Bourne,,,
SCHR,SCHR_S000244,Sylvia E.,Schooner,,,,
SCHR,SCHR_S000245,Sylvia Higby,Schooner,Higby,,,
SHIP,SHIP_S000021,Syra,Ship,,,,
SHIP,SHIP_T000001,T. A. Perkins,Ship,,,,
SCHR,SCHR_T000001,T. A. Thompson,Schooner,Alder,,,
SCHR,SCHR_T000002,T. A. Ward,Schooner,Hoff,,,
SCHR,SCHR_T000003,T. Bertine,Schooner,Weddon,,,
SCHR,SCHR_T000004,T. C. Bunting,Schooner,Richardson,,,
SCHR,SCHR_T000005,T. C. Jones,Schooner,Bedel,,,
SCHR,SCHR_T000006,T. C. Okes,Schooner,Lansil,,,
SCHR,SCHR_T000007,T. C. Parker,Schooner,Rogers,,,
BOAT,BOAT_T000001,T. C. Porterfield,Boat,,,,
BOAT,BOAT_T000001,T. C. Potterfield,Boat,,,,
SCHR,SCHR_T000008,T. E. Copes,Schooner,Phillips,,,
SCHR,SCHR_T000009,T. E. Webb,Schooner,French,,,
SCHR,SCHR_T000010,T. F. Dawson,Schooner,,,,
SCHR,SCHR_T000011,T. H. Thompson,Schooner,Nickerson,,,
BOAT,BOAT_T000002,T. Iglehart,Boat,,,,
SCHR,SCHR_T000012,T. J. Frazier,Schooner,,,,
SCHR,SCHR_T000013,T. J. Tull,Schooner,Cooper,,,
SCHR,SCHR_T000014,T. L. Miller,Schooner,Elliott,,,
SCHR,SCHR_T000015,T. L. Paddor,Schooner,,,,
SLOP,SLOP_T000001,T. L. Watson,Sloop,Rooke,,,
SLOP,SLOP_T000001,T. L. Watson,Sloop,Roots,,,
SCHR,SCHR_T000016,T. O. Thompson,Schooner,Van Buren,,,
SCHR,SCHR_T000016,T. O. Thompson,Schooner,,,,
SCHR,SCHR_T000016,T. O. Thompson,Schooner,Grant,,,
SCHR,SCHR_T000017,T. P. Barklow,Schooner,Bodine,,,
SCHR,SCHR_T000018,T. P. Ferned,Schooner,Franche,,,
SCHR,SCHR_T000019,T. P. Johnson,Schooner,Dyer,,,
SCHR,SCHR_T000019,T. P. Johnson,Schooner,Brooks,,,
SCHR,SCHR_T000020,T. P. Lermed,Schooner,,,,
SCHR,SCHR_T000020,T. P. Lerned,Schooner,,,,
SCHR,SCHR_T000021,T. Pharo,Schooner,Cranmer,,,
#N/A,SCHR_T000021,T. Pharo,#N/A,,,,
#N/A,SCHR_T000021,T. Pharo,#N/A,Cranmer,,,
SCHR,SCHR_T000022,T. R. Hammond,Schooner,Garnish,,,
SCHR,SCHR_T000023,T. S. Dawson,Schooner,Brooks,,,
BOAT,BOAT_T000002,T. S. Iglehart,Boat,,,,
BARQ,BARQ_T000001,T. S. Means,Barque,Means,,,
SCHR,SCHR_T000024,T. S. Miller,Schooner,Elliott,,,
SCHR,SCHR_T000025,T. Stratton,Schooner,Studams,,,
BOAT,BOAT_T000003,T. Taylor,Boat,,,,
SCHR,SCHR_T000026,Talbot,Schooner,Francis,,,
SHIP,SHIP_T000002,Talisman,Ship,Thomas,,,
BRIG,BRIG_T000001,Tallulah,Brig,Plummer,,,
BRIG,BRIG_T000001,Tallulah,Brig,,,,
SCHR,SCHR_T000027,Tamboree,Schooner,Vesey,,,
SCHR,SCHR_T000028,Tampico,Schooner,Kendrick,,,
BRIG,BRIG_T000002,Tangent,Brig,Bennett,,,
SCHR,SCHR_T000029,Tangier,Schooner,Ford,,,
SCHR,SCHR_T000030,Tantamount,Schooner,Davis,,,
BRIG,BRIG_T000003,Taratine,Brig,Raynes,,,
BARQ,BARQ_T000002,Tarboro',Barque,,,,
SCHR,SCHR_T000031,Tarry Not,Schooner,Trott,,,
SCHR,SCHR_T000032,Tay,Br. Schooner,Wilkie,,,
BOAT,BOAT_T000004,Tecumseh,Boat,,,,
SCHR,SCHR_T000033,Tecumseh,Schooner,,,,
SCHR,SCHR_T000033,Tecumseh,Schooner,Cowell,,,
SCHR,SCHR_T000033,Tecumseh,Schooner,Washington,,,
BOAT,BOAT_T000005,Telegraph,Boat,,,,
SCHR,SCHR_T000034,Telegraph,Schooner,Buckler,,,
SCHR,SCHR_T000034,Telegraph,Schooner,Davis,,,
SCHR,SCHR_T000034,Telegraph,Schooner,Boze,,,
SCHR,SCHR_T000034,Telegraph,Schooner,,,,
SCHR,SCHR_T000034,Telegraph,Schooner,Bose,,,
#N/A,SCHR_T000034,Telegraph,#N/A,Fisher,,,
SCHR,SCHR_T000035,Tempest,Schooner,Wood,,,
BARQ,BARQ_T000003,Templeman,British Barque,,,,
SCHR,SCHR_T000036,Tennessee,Schooner,Lampkin,,,
SCHR,SCHR_T000036,Tennessee,Schooner,,,,
SCHR,SCHR_T000036,Tennessee,Schooner,Johnson,,,
SCHR,SCHR_T000037,Thatcher,Schooner,Taylor,,,
SCHR,SCHR_T000038,Theresa,Schooner,Ganday,,,
SHIP,SHIP_T000003,Theresa,Ship,Ahhabig,,,
SCHR,SCHR_T000039,Theresa C. Young,Schooner,,,,
SHIP,SHIP_T000003,Therese,Ship,Nhabig,,,
SHIP,SHIP_T000003,Therese,Ship,,,,
SCHR,SCHR_T000040,Theressa C.,Schooner,Gandy,,,
BRIG,BRIG_T000004,Thetis,Br. Brig,Cassidy,,,
BRIG,BRIG_T000004,Thetis,Br. Brig,Cassady,,,
BRIG,BRIG_T000005,Thomas & Edward,Brig,Smally,,,
SCHR,SCHR_T000041,Thomas Alexander,Schooner,Clements,,,
SCHR,SCHR_T000041,Thomas Alexander,Schooner,Flurry,,,
SHIP,SHIP_T000004,Thomas B. Wales,Ship,,,,
BRIG,BRIG_T000006,Thomas B. Watson,Brig,Blackman,,,
BRIG,BRIG_T000007,Thomas B. Williams,Brig,Blackman,,,
SCHR,SCHR_T000042,Thomas Blade,Schooner,Cullison,,,
SCHR,SCHR_T000043,Thomas Branch,Schooner,Hunderford,,,
SCHR,SCHR_T000044,Thomas Carroll,Schooner,Cantwell,,,
SCHR,SCHR_T000045,Thomas Chilton,Schooner,Shields,,,
SCHR,SCHR_T000045,Thomas Chilton,Schooner,Knet,,,
SCHR,SCHR_T000045,Thomas Chilton,Schooner,Nickolson,,,
STMR,STMR_T000001,Thomas Collyer,Steamboat,Corson,,,
SCHR,SCHR_T000046,Thomas Conner,Schooner,Booth,,,
SCHR,SCHR_T000046,Thomas Conner,Schooner,,,,
SCHR,SCHR_T000046,Thomas Conner,Schooner,Crump,,,
SCHR,SCHR_T000047,Thomas Copes,Schooner,Phillips,,,
SCHR,SCHR_T000048,Thomas Corner,Schooner,Booth,,,
SCHR,SCHR_T000049,Thomas Denison,Schooner,Story,,,
SCHR,SCHR_T000050,Thomas F. Dawson,Schooner,,,,
SCHR,SCHR_T000050,Thomas F. Dawson,Schooner,Cutchings,,,
BOAT,BOAT_T000006,Thomas G. Harris,Boat,,,,
SCHR,SCHR_T000051,Thomas G. Pratt,Schooner,Hyslop,,,
SCHR,SCHR_T000052,Thomas H. Northen,Schooner,Lenthicum,,,
SCHR,SCHR_T000053,Thomas H. Seymour,Schooner,,,,
SCHR,SCHR_T000053,Thomas H. Seymour,Schooner,Smith,,,
SCHR,SCHR_T000054,Thomas Hix,Schooner,Hall,,,
SCHR,SCHR_T000055,Thomas Ireland,Schooner,Harper,,,
SCHR,SCHR_T000055,Thomas Ireland,Schooner,Somers,,,
SCHR,SCHR_T000055,Thomas Ireland,Schooner,Summers,,,
SCHR,SCHR_T000056,Thomas J. Tull,Schooner,Cooper,,,
BOAT,BOAT_T000007,Thomas Jefferson,Boat,,,,
SCHR,SCHR_T000057,Thomas Martin,Schooner,Mygard,,,
SCHR,SCHR_T000058,Thomas Page,Schooner,Weaver,,,
SCHR,SCHR_T000059,Thomas Patterson,Schooner,Wolford,,,
SCHR,SCHR_T000060,Thomas Potter,Schooner,Clark,,,
SCHR,SCHR_T000061,Thomas R. Skinner,Schooner,Perry,,,
SCHR,SCHR_T000062,Thomas Ragney,Schooner,McConnel,,,
BOAT,BOAT_T000002,Thomas S. Iglehart,Boat,,,,
BOAT,BOAT_T000008,Thomas Silver,Boat,,,,
BOAT,BOAT_T000008,Thomas Silvers,Boat,,,,
SCHR,SCHR_T000063,Thomas W. Olcott,Schooner,Bourne,,,
SHIP,SHIP_T000005,Thomas Wattson,Ship,Laprelle,,,
SCHR,SCHR_T000064,Thomas Worrill,Schooner,Griffin,,,
BOAT,BOAT_T000009,Three Brothers,Boat,,,,
SCHR,SCHR_T000065,Three Brothers,Schooner,Anderson,,,
SCHR,SCHR_T000065,Three Brothers,Schooner,Elsey,,,
SCHR,SCHR_T000065,Three Brothers,Schooner,Elzey,,,
SCHR,SCHR_T000065,Three Brothers,Schooner,,,,
SCHR,SCHR_T000065,Three Brothers,Schooner,Hatton,,,
SLOP,SLOP_T000002,Three Brothers,Sloop,Dixon,,,
SLOP,SLOP_T000002,Three Brothers,Sloop,Dixion,,,
SLOP,SLOP_T000002,Three Brothers,Sloop,Hatton,,,
SCHR,SCHR_T000066,Three Sisters,Schooner,Hebbart,,,
SCHR,SCHR_T000066,Three Sisters,Schooner,North,,,
SCHR,SCHR_T000066,Three Sisters,Schooner,Keene,,,
SCHR,SCHR_T000066,Three Sisters,Schooner,Lenard,,,
SCHR,SCHR_T000066,Three Sisters,Schooner,Lenvard,,,
SCHR,SCHR_T000066,Three Sisters,Schooner,,,,
SHIP,SHIP_T000006,Three Sisters,Ship,,,,
SCHR,SCHR_T000067,Tiger,Schooner,Evans,,,
SCHR,SCHR_T000068,Tillie E.,Schooner,Babbett,,,
BRIG,BRIG_T000008,Time,Brig,McDougall,,,
BRIG,BRIG_T000008,Time,Brig,McDougal,,,
SCHR,SCHR_T000069,Time,Schooner,Tyler,,,
SCHR,SCHR_T000070,Time,Schooner,,,,
BRIG,BRIG_T000009,Times,Brig,Phinney,,,
SCHR,SCHR_T000021,Timothy Pharo,Schooner,Cranmer,,,
SCHR,SCHR_T000021,Timothy Pharo,Schooner,Cramner,,,
SCHR,SCHR_T000021,Timothy Pharo,Schooner,Brown,,,
SCHR,SCHR_T000021,Timothy Pharo,Schooner,Cranmner,,,
SCHR,SCHR_T000021,Timothy Pharo,Schooner,Crammer,,,
#N/A,SCHR_T000021,Timothy Pharo,#N/A,Cranmer,,,
SCHR,SCHR_T000071,Tioga,Schooner,Crowell,,,
SCHR,SCHR_T000071,Tiyga,Schooner,Crowell,,,
SCHR,SCHR_T000072,Token,Schooner,,,,
BRIG,BRIG_T000010,Topaz,Brig,Mitchell,,,
BRIG,BRIG_T000011,Torrent,Brig,,,,
SCHR,SCHR_T000073,Townsend,Schooner,Sprague,,,
SCHR,SCHR_T000074,Townsend Jones,Schooner,Dayton,,,
SHIP,SHIP_T000007,Trade Wind,Br. Ship,McCullock,,,
SHIP,SHIP_T000007,Trade Wind,Br. Ship,,,,
SHIP,SHIP_T000007,Trade Wind,Br. Ship,McCulloch,,,
BRIG,BRIG_T000012,Trade Wind,Brig,,,,
SHIP,SHIP_T000007,Trade Wind,Clipper Ship,McCulloch,,,
SCHR,SCHR_T000075,Trade Wind,Schooner,Higgins,,,
SCHR,SCHR_T000076,Trader,Schooner,Trader,,,
SCHR,SCHR_T000076,Trader,Schooner,,,,
SCHR,SCHR_T000076,Trader,Schooner,Frader,,,
SCHR,SCHR_T000076,Trader,Schooner,Terry,,,
SLOP,SLOP_T000003,Trader,Sloop,Veale,,,
SCHR,SCHR_T000077,Trades Union,Schooner,Hanks,,,
SCHR,SCHR_T000078,Tram Smith,Schooner,Hall,,,
SCHR,SCHR_T000079,Transit,Schooner,Lane,,,
BARQ,BARQ_T000004,Traveller,Barque,Randle,,,
SCHR,SCHR_T000080,Treasurer,Schooner,Fisher,,,
SCHR,SCHR_T000081,Tremont,Schooner,Lane,,,
BRIG,BRIG_T000013,Triad,Brig,Gorham,,,
BRIG,BRIG_T000013,Triad,Brig,Coombs,,,
SCHR,SCHR_T000082,Trial,Schooner,Frank,,,
SCHR,SCHR_T000082,Trial,Schooner,Hanson,,,
SCHR,SCHR_T000082,Trial,Schooner,Hannon,,,
SCHR,SCHR_T000082,Trial,Schooner,Hatton,,,
SCHR,SCHR_T000082,Trial,Schooner,Boswell,,,
SCHR,SCHR_T000082,Trial,Schooner,Hanna,,,
SCHR,SCHR_T000083,Triden,Schooner,Snow,,,
SCHR,SCHR_T000083,Trident,Schooner,Snow,,,
BRIG,BRIG_T000014,Trieste,Brig,Lanphier,,,
SCHR,SCHR_T000084,Trieste,Schooner,Lanpher,,,
SCHR,SCHR_T000085,Trifle,Schooner,Gray,,,
SCHR,SCHR_T000085,Trifle,Schooner,Dunnington,,,
SCHR,SCHR_T000086,Trimmer,Schooner,Lafarge,,,
SCHR,SCHR_T000087,Trio,Schooner,Short,,,
SCHR,SCHR_T000087,Trio,Schooner,Lowe,,,
SCHR,SCHR_T000088,Tritan,Schooner,Brown,,,
SCHR,SCHR_T000088,Triton,Schooner,,,,
SCHR,SCHR_T000088,Triton,Schooner,Brown,,,
SCHR,SCHR_T000089,Triumph,Schooner,Adams,,,
SHIP,SHIP_T000008,Triumph,Ship,Murphy,,,
SCHR,SCHR_T000090,Trogen,Schooner,Cook,,,
SCHR,SCHR_T000090,Trogen,Schooner,Crook,,,
SCHR,SCHR_T000090,Trojan,Schooner,Cook,,,
SCHR,SCHR_T000091,Tropic,Schooner,Thomas,,,
SCHR,SCHR_T000092,Trull,Schooner,,,,
SCHR,SCHR_T000093,Truro,Schooner,Cox,,,
SCHR,SCHR_T000093,Truro,Schooner,,,,
SCHR,SCHR_T000094,Truth,Schooner,Parkr,,,
SCHR,SCHR_T000094,Truth,Schooner,Parker,,,
SCHR,SCHR_T000094,Truth,Schooner,Creighton,,,
SCHR,SCHR_T000094,Truth,Schooner,,,,
SCHR,SCHR_T000094,Truth,Schooner,Davis,,,
SCHR,SCHR_T000094,Truth,Schooner,Charlton,,,
SCHR,SCHR_T000095,Tryphonia,Schooner,Nickerson,,,
SCHR,SCHR_T000096,Tune,Schooner,Tyler,,,
SCHR,SCHR_T000097,Tunis,Schooner,Bodene,,,
SCHR,SCHR_T000097,Tunis Badine,Schooner,Soper,,,
SCHR,SCHR_T000097,Tunis Bodine,Schooner,Maxfield,,,
SCHR,SCHR_T000097,Tunis Bordine,Schooner,Maxwell,,,
SCHR,SCHR_T000098,Tunis De Pew,Schooner,Edmonds,,,
SCHR,SCHR_T000098,Tunis Depew,Schooner,Edwards,,,
BOAT,BOAT_T000010,Two Brothers,Boat,,,,
SCHR,SCHR_T000099,Two Brothers,Schooner,Treadway,,,
SCHR,SCHR_T000099,Two Brothers,Schooner,Dixon,,,
SCHR,SCHR_T000099,Two Brothers,Schooner,Dixion,,,
SCHR,SCHR_T000099,Two Brothers,Schooner,Hatton,,,
SCHR,SCHR_T000099,Two Brothers,Schooner,Hugins,,,
SCHR,SCHR_T000099,Two Brothers,Schooner,,,,
SCHR,SCHR_T000099,Two Brothers,Schooner,Spry,,,
SCHR,SCHR_T000099,Two Brothers,Schooner,Stanton,,,
SLOP,SLOP_T000004,Two Brothers,Sloop,Hatton,,,
SLOP,SLOP_T000004,Two Brothers,Sloop,Sparrow,,,
SCHR,SCHR_T000101,Two Companions,Schooner,Cheeser,,,
SCHR,SCHR_T000102,Two Marys,Schooner,Gautier,,,
SCHR,SCHR_T000102,Two Marys,Schooner,,,,
SCHR,SCHR_T000103,Two Williams,Schooner,Smith,,,
SCHR,SCHR_T000103,Two Williams,Schooner,,,,
SCHR,SCHR_T000104,Tyrone,Schooner,Strout,,,
SCHR,SCHR_U000001,U. B. Harwood,Schooner,,,,
SCHR,SCHR_U000002,U. D. Harwood,Schooner,,,,
SCHR,SCHR_U000003,U. D. Wheaton,Schooner,,,,
SCHR,SCHR_U000004,U. D. Witherspoon,Schooner,,,,
SHIP,SHIP_U000001,Uncle Joe,Ship,Pinkham,,,
SHIP,SHIP_U000001,Uncle Joe,Ship,PinkhamEd,,,
SHIP,SHIP_U000001,Uncle Joe,Ship,,,,
SCHR,SCHR_U000005,Uncle Tom,British Schooner,Parke,,,
SCHR,SCHR_U000005,Uncle Tom,Schooner,Griffin,,,
SCHR,SCHR_U000005,Uncle Tom,Schooner,Rood,,,
SCHR,SCHR_U000005,Uncle Tom,Schooner,Road,,,
SCHR,SCHR_U000006,Union,Schooner,Murphy,,,
SCHR,SCHR_U000006,Union,Schooner,Lee,,,
SCHR,SCHR_U000006,Union,Schooner,Kelley,,,
SCHR,SCHR_U000006,Union,Schooner,Chatley,,,
SCHR,SCHR_U000006,Union,Schooner,Shelly,,,
SCHR,SCHR_U000006,Union,Schooner,Shelley,,,
SCHR,SCHR_U000006,Union,Schooner,,,,
SCHR,SCHR_U000006,Union,Schooner,Baker,,,
#N/A,SCHR_U000006,Union,,Hentsen,,,
SCHR,SCHR_U000007,United,Schooner,North,,,
SCHR,SCHR_U000007,United,Schooner,Price,,,
SCHR,SCHR_U000007,United,Schooner,Morse,,,
SCHR,SCHR_U000007,United,Schooner,Geoghegan,,,
SCHR,SCHR_U000007,United,Schooner,Clark,,,
SCHR,SCHR_U000007,United,Schooner,Stark,,,
SCHR,SCHR_U000008,Uno,Schooner,Taylor,,,
SCHR,SCHR_U000009,Upshur,Schooner,Crowell,,,
BARQ,BARQ_U000001,Uranus,Barque,,,,
SCHR,SCHR_U000010,Uranus,Schooner,Church,,,
SCHR,SCHR_V000001,V. Laverty,Schooner,King,,,
SCHR,SCHR_V000002,V. Sharp,Schooner,Marcy,,,
SCHR,SCHR_V000003,Valetta,Schooner,Roberts,,,
SCHR,SCHR_V000003,Valetta,Schooner,Means,,,
SCHR,SCHR_V000003,Vallitta,Schooner,Means,,,
SCHR,SCHR_V000004,Van Cheat,Schooner,VanCheat,,,
SCHR,SCHR_V000005,Van Name,Schooner,,,,
SCHR,SCHR_V000006,Vandiver,Schooner,Jones,,,
SCHR,SCHR_V000007,Vandora,Schooner,Robbins,,,
SCHR,SCHR_V000008,Vangus Point,Schooner,,,,
SCHR,SCHR_V000005,Vanname,Schooner,Vanname,,,
SCHR,SCHR_V000009,Vanquish,Schooner,,,,
SCHR,SCHR_V000010,Vaodivers,Schooner,Jones,,,
SCHR,SCHR_V000002,Vashti Sharp,Schooner,,,,
SCHR,SCHR_V000002,Vashti Sharp,Schooner,Haley,,,
SCHR,SCHR_V000002,Vasti Sharp,Schooner,Haley,,,
SCHR,SCHR_V000011,Velocity,Schooner,Ryder,,,
SCHR,SCHR_V000011,Velocity,Schooner,Montgomery,,,
SCHR,SCHR_V000011,Velocity,Schooner,Murdock,,,
BRIG,BRIG_V000001,Velona,Brig,,,,
BRIG,BRIG_V000002,Venezuela,Brig,,,,
SCHR,SCHR_V000012,Venns,Schooner,Couch,,,
SCHR,SCHR_V000012,Venus,Schooner,Wyatt,,,
SCHR,SCHR_V000012,Venus,Schooner,Wright,,,
SCHR,SCHR_V000013,Vermadella,Schooner,,,,
SCHR,SCHR_V000014,Vermilion,Schooner,Every,,,
SCHR,SCHR_V000015,Vermont,Schooner,,,,
SHIP,SHIP_V000001,Versailles,Ship,Eldridge,,,
SCHR,SCHR_V000016,Vesta,Schooner,Tomlin,,,
SHIP,SHIP_V000002,Vesta,Ship,Kevan,,,
SCHR,SCHR_V000016,Vesta Tomlin,Schooner,,,,
BRIG,BRIG_V000003,Vestel,British Brig,,,,
BARQ,BARQ_V000001,Vesuvius,Barque,Woodburn,,,
SCHR,SCHR_V000017,Veto,Schooner,Hannon,,,
BARQ,BARQ_V000002,Vickingen,Norwegian Barque,Larssen,,,
SCHR,SCHR_V000018,Victor,Schooner,Marks,,,
SCHR,SCHR_V000018,Victor,Schooner,Suttles,,,
#N/A,SCHR_V000018,Victor,#N/A,Marks,,,
BRIG,BRIG_V000004,Victoria,Br. Brig,Gent,,,
SCHR,SCHR_V000019,Victoria,Schooner,Weaver,,,
SHIP,SHIP_V000003,Victoria Reed,Ship,PreblePN,,,
SHIP,SHIP_V000003,Victoria Reed,Ship,Nicholas,,,
SCHR,SCHR_V000020,Victory,Schooner,Cook,,,
#N/A,NULL_V000001,Viking,#N/A,Robinson,,,
SHIP,SHIP_V000004,Vikingen,Ship,Larsen,,,
SCHR,SCHR_V000021,Viletta,Schooner,Means,,,
SCHR,SCHR_V000022,Village,Schooner,Newcombe,,,
SCHR,SCHR_V000023,Village Belle,Schooner,,,,
SCHR,SCHR_V000024,Village Gem,Schooner,,,,
SCHR,SCHR_V000024,Village Gem,Schooner,Hinckley,,,
SCHR,SCHR_V000025,Village Queen,Schooner,Hawkins,,,
SCHR,SCHR_V000026,Viola,Schooner,,,,
SCHR,SCHR_V000026,Viola,Schooner,Matheas,,,
SCHR,SCHR_V000027,Virgil,Schooner,Bradley,,,
BARQ,BARQ_V000003,Virginia,Barque,Kennedy,,,
BARQ,BARQ_V000003,Virginia,Barque,Miller,,,
BARQ,BARQ_V000003,Virginia,Barque,Lowry,,,
BARQ,BARQ_V000003,Virginia,Barque,,,,
BOAT,BOAT_V000001,Virginia,Boat,,,,
BRIG,BRIG_V000005,Virginia,Brig,Dexter,,,
BRIG,BRIG_V000005,Virginia,Brig,Kendrick,,,
BRIG,BRIG_V000005,Virginia,Brig,Ramsey,,,
BRIG,BRIG_V000005,Virginia,Brig,Ramsay,,,
SCHR,SCHR_V000028,Virginia,Schooner,Purdy,,,
SCHR,SCHR_V000028,Virginia,Schooner,Weaver,,,
SCHR,SCHR_V000028,Virginia,Schooner,McDaniel,,,
SCHR,SCHR_V000028,Virginia,Schooner,McKenney,,,
SCHR,SCHR_V000028,Virginia,Schooner,Heald,,,
SCHR,SCHR_V000028,Virginia,Schooner,Bennett,,,
SCHR,SCHR_V000028,Virginia,Schooner,Lee,,,
SCHR,SCHR_V000028,Virginia,Schooner,Richardson,,,
SCHR,SCHR_V000028,Virginia,Schooner,Phillips,,,
SCHR,SCHR_V000028,Virginia,Schooner,Philips,,,
SCHR,SCHR_V000028,Virginia,Schooner,Price,,,
SCHR,SCHR_V000028,Virginia,Schooner,Crunbus,,,
SCHR,SCHR_V000028,Virginia,Schooner,Gray,,,
SCHR,SCHR_V000028,Virginia,Schooner,Gaylord,,,
SCHR,SCHR_V000028,Virginia,Schooner,Lowry,,,
SCHR,SCHR_V000028,Virginia,Schooner,,,,
SCHR,SCHR_V000028,Virginia,Schooner,Taylor,,,
SCHR,SCHR_V000028,Virginia,Schooner,Gaylard,,,
SCHR,SCHR_V000028,Virginia,Schooner,Green,,,
SCHR,SCHR_V000028,Virginia,Schooner,Conner,,,
SCHR,SCHR_V000028,Virginia,Schooner,McQuite,,,
SCHR,SCHR_V000028,Virginia,Schooner,Scott,,,
SCHR,SCHR_V000028,Virginia,Schooner,Dixon,,,
SCHR,SCHR_V000028,Virginia,Schooner,McGuire,,,
SCHR,SCHR_V000028,Virginia,Schooner,Bailey,,,
SCHR,SCHR_V000028,Virginia,Schooner,Baily,,,
SCHR,SCHR_V000028,Virginia,Schooner,Bayly,,,
STMR,STMR_V000001,Virginia,Steamer,Teal,,,
STMR,STMR_V000001,Virginia,Steamer,Tal,,,
STMR,STMR_V000001,Virginia,Steamer,,,,
STMR,STMR_V000001,Virginia,Steamer,Robins,,,
STMR,STMR_V000001,Virginia,Steamer,Robbins,,,
STMR,STMR_V000001,Virginia,Steamer,Rooms,,,
STMR,STMR_V000001,Virginia,Steamer,Roems,,,
STMR,STMR_V000001,Virginia,Steamer,Kelley,,,
STMR,STMR_V000001,Virginia,Steamer,Kelly,,,
STMR,STMR_V000001,Virginia,Steamship,Teal,,,
STMR,STMR_V000001,Virginia,Steamship,Kelly,,,
STMR,STMR_V000001,Virginia,Steamship,Kelley,,,
BARQ,BARQ_V000004,Virginia & Estellina,Barque,,,,
BARQ,BARQ_V000004,Virginia and Estelina,Barque,Wilkins,,,
BARQ,BARQ_V000004,Virginia and Estellina,Barque,Wilkins,,,
BARQ,BARQ_V000004,Virginia and Estelma,Barque,Wilkins,,,
SCHR,SCHR_V000029,Virginia Griffin,Schooner,Plumber,,,
SCHR,SCHR_V000030,Virginia Griffith,Schooner,,,,
SCHR,SCHR_V000031,Virginia Price,Schooner,Chase,,,
BARQ,BARQ_V000005,Virginian,Barque,Kennedy,,,
BARQ,BARQ_V000005,Virginian,Barque,Lowrey,,,
BARQ,BARQ_V000005,Virginian,Barque,Lowry,,,
BARQ,BARQ_V000006,Vivid Light,Barque,Blanchard,,,
SCHR,SCHR_V000032,Volant,Schooner,Oliver,,,
SCHR,SCHR_V000032,Volant,Schooner,Sampson,,,
SCHR,SCHR_V000032,Volant,Schooner,,,,
SCHR,SCHR_V000032,Volant,Schooner,Simpson,,,
SCHR,SCHR_V000032,Volant,Schooner,Simmons,,,
SCHR,SCHR_V000032,Volant,Schooner,Simonson,,,
SCHR,SCHR_V000032,Volant,Schooner,Dickon,,,
SCHR,SCHR_V000032,Volant,Schooner,Howell,,,
SCHR,SCHR_V000032,Volant,Schooner,Timberlake,,,
SCHR,SCHR_V000032,Volant,Schooner,Green,,,
SCHR,SCHR_V000032,Volant,Schooner,Elwood,,,
SCHR,SCHR_V000032,Volant,Schooner,Osborn,,,
SHIP,SHIP_V000005,Volant,Ship,,,,
#N/A,NULL_V000002,Volant,#N/A,Coombs,,,
SHIP,SHIP_V000005,Volante,Ship,Torney,,,
SCHR,SCHR_V000033,Volunteer,Schooner,Gildersleeve,,,
SHIP,SHIP_V000006,Vulture,Ship,Gill,,,
SCHR,SCHR_W000001,W O Tetterton,Schooner,Ferris,,,
SCHR,SCHR_W000002,W. A. Crocker,Schooner,Cobb,,,
SCHR,SCHR_W000003,W. B. Burgess,Schooner,,,,
SCHR,SCHR_W000003,W. B. Burgess,Schooner,Wilson,,,
BOAT,BOAT_W000001,W. B. Clarke,Boat,,,,
SCHR,SCHR_W000004,W. B. Ferguson,Schooner,Minor,,,
SCHR,SCHR_W000004,W. B. Ferguson,Schooner,Wheaton,,,
SCHR,SCHR_W000005,W. B. Jenkins,Schooner,Peters,,,
SCHR,SCHR_W000005,W. B. Jenkins,Schooner,,,,
SCHR,SCHR_W000006,W. B. Preston,Schooner,White,,,
SCHR,SCHR_W000007,W. Bacon,Schooner,Tyler,,,
SCHR,SCHR_W000008,W. C. Atwater,Schooner,Mears,,,
SCHR,SCHR_W000009,W. C. Leggett,Schooner,Gibson,,,
SCHR,SCHR_W000010,W. C. Nelson,Schooner,Leeds,,,
SCHR,SCHR_W000011,W. Cobb,Schooner,Endicott,,,
SCHR,SCHR_W000012,W. Colquitt,Schooner,Kerwin,,,
SCHR,SCHR_W000012,W. Colquitt,Schooner,Kirwin,,,
SCHR,SCHR_W000013,W. D. Cargill,Schooner,Hawkins,,,
SCHR,SCHR_W000014,W. D. Harwood,Schooner,,,,
SCHR,SCHR_W000015,W. D. Pitts,Schooner,,,,
SCHR,SCHR_W000016,W. E. Ellis,Schooner,Nichols,,,
SCHR,SCHR_W000017,W. E. Leggett,Schooner,Gibson,,,
SCHR,SCHR_W000018,W. E. Skinner,Schooner,Waugh,,,
SCHR,SCHR_W000019,W. F. Catterfield,Schooner,Halsey,,,
#N/A,NULL_W000001,W. F. Martin,,,,,
SHIP,SHIP_W000001,W. F. Schmidt,Ship,Sears,,,
SCHR,SCHR_W000020,W. G. Andenied,Schooner,Anderson,,,
