Entry_ID,Source_ID,Type,Event_Date,Event_Type,Location_Depart_From,Location_Memo,Location_Arrive_To,Vessel_Name,Vessel_Type,Vessel_Additional_Description,Freight,Merchant_From_(By),Merchant_To,ADDITIONAL NOTES
A00001723,DailyDisp_18530513 ,Marine,1853-05-12,Arrival,,,VA-Richmond,Tioga,Schooner,Crowell,merchandise,,Shields-Somm,"Schooner Tioga, Crowell, mdse to Shields & Sommerville, Davenport, Allen & Co., R. C. Howe, Mott, Lowis & Co, Binford & Porter, Corry & Bro, Wm. F. Butler, H. A. Watt, A. Duval, Bulkley & Co, Jones & Harwood, Edmonds, Davenport & Co, J. A. Belvin, A. Nott & Co, R. Cauthorn."
A00001724,DailyDisp_18530513 ,Marine,1853-05-12,Arrival,,,VA-Richmond,S. Virginia,Schooner,Street,groceries,,ClaibornJH,
A00001725,DailyDisp_18530513 ,Marine,1853-05-12,Departure,VA-Richmond,,VA-CabinPoint,Susan Deale,Schooner,,,,,
A00001726,DailyDisp_18530513 ,Marine,1853-05-12,Departure,VA-Richmond,,VA-Petersburg,Grand Spy,Sloop,,,,,
A00001727,AG_18530513,Marine,1853-05-12,Arrival,NY-NewYork,,VA-Alex,Senator,Schooner,Myers,,,Shinn,also carried freight for the district
A00001728,AG_18530513,Marine,1853-05-12,Arrival,NC-NewBern,,VA-Alex,North Carolina,Schooner,Gray,lumber,,Thomas-Dyer,
A00001729,AG_18530513,Marine,1853-05-12,Departure,VA-Alex,,MA-Boston,Demascove,Brig,McDougall,coal,AlleghanyMC,,
A00001730,AG_18530513,Marine,1853-05-12,Departure,VA-Alex,,NY-NewYork,Jabez L. White,Schooner,Corson,,CCIC,,
A00001731,AG_18530513,Marine,1853-05-12,Departure,VA-Alex,,NY-NewYork,Mary Harvey,Schooner,Ingersoil,,CCIC,,
A00001732,AG_18530513,Marine,1853-05-12,Departure,VA-Alex,,NY-NewYork,"Marcena Monson, Jr.",Schooner,Brewster,,CCIC,,
A00001733,AG_18530513,Marine,1853-05-12,Departure,VA-Alex,,MA-Boston,Leni,Schooner,,,CCIC,,
A00001734,AG_18530513,Marine,1853-05-12,Departure,VA-Alex,,MA-Boston,Marietta Burr,Schooner,Nickerson,,Lam-Mck,,
A00001735,AG_18530513,Marine,1853-05-12,Departure,VA-Alex,,MA-Boston,Freeman Rawdon,Steamer,Townsend,,CCIC,,
A00001736,AG_18530513,Marine,1853-05-09,Memoranda,,MA-Boston,,S. G. Bass,Brig,Winchester,,,,
A00001737,AG_18530513,Marine,1853-05-10,Memoranda,,NY-NewYork,,Susan Orleans,Schooner,Robinson,,,,
A00001738,AG_18530513,Marine,1853-05-09,Memoranda,,MA-Fall River,,Virginia,Schooner,Bennett,,,,
A00001739,AG_18530513,Marine,1853-05-09,Memoranda,MA-Fall River,MA-Fall River,VA-Alex,M. C. Durfee,Schooner,James,,,,
A00001740,AG_18530513,Marine,1853-05-09,Memoranda,,CT-Hartford,,Matilda M. Thompson,Schooner,Hand,,,,
A00001741,AG_18530513,Canal,1853-05-12,Arrival,MD-Cumb,,VA-Alex,James Boyce,Boat,,coal,,CCIC,
A00001742,AG_18530513,Canal,1853-05-12,Arrival,MD-Cumb,,VA-Alex,E. A. Cook,Boat,,coal,,CCIC,
A00001743,AG_18530513,Canal,1853-05-12,Arrival,MD-Cumb,,VA-Alex,Columbia,Boat,,coal,,CCIC,
A00001744,AG_18530513,Canal,1853-05-12,Arrival,MD-Cumb,,VA-Alex,Freeman Rawdon,Boat,,coal,,CCIC,
A00001745,AG_18530513,Canal,1853-05-12,Arrival,MD-Cumb,,VA-Alex,J. R. Annan,Boat,,coal,,CCIC,
A00001746,AG_18530513,Canal,1853-05-12,Arrival,MD-Cumb,,VA-Alex,Magnum Louise,Boat,,coal,,CCIC,
A00001747,AG_18530513,Canal,1853-05-12,Arrival,MD-Cumb,,VA-Alex,Josephine Seaton,Boat,,coal,,CCIC,
A00001748,AG_18530513,Canal,1853-05-12,Arrival,MD-Cumb,,VA-Alex,Mountain Ranger,Boat,,coal,,AlleghanyMC,
A00001749,AG_18530513,Canal,1853-05-12,Arrival,MD-Cumb,,VA-Alex,Delaware,Boat,,coal,,FrostburgCC,
A00001750,AG_18530513,Canal,1853-05-12,Departure,VA-Alex,,MD-Cumb,E. J. Neal,Boat,,,CCIC,,
A00001751,AG_18530513,Canal,1853-05-12,Departure,VA-Alex,,MD-Cumb,General Tyson,Boat,,,CCIC,,
A00001752,AG_18530513,Canal,1853-05-12,Departure,VA-Alex,,MD-Cumb,H. H. Casey,Boat,,,CCIC,,
A00001753,AG_18530513,Canal,1853-05-12,Departure,VA-Alex,,MD-Cumb,James Boyce,Boat,,,CCIC,,
A00001754,AG_18530513,Canal,1853-05-12,Departure,VA-Alex,,MD-Cumb,E. A. Cook,Boat,,,CCIC,,
A00001755,AG_18530513,Canal,1853-05-12,Departure,VA-Alex,,MD-Cumb,Columbia,Boat,,,CCIC,,
A00001756,AG_18530513,Canal,1853-05-12,Departure,VA-Alex,,MD-Cumb,Freeman Rawdon,Boat,,,CCIC,,
A00001757,AG_18530513,Canal,1853-05-12,Departure,VA-Alex,,MD-Cumb,J. R. Annan,Boat,,,CCIC,,
A00001758,AG_18530513,Canal,1853-05-12,Departure,VA-Alex,,MD-Cumb,Louise,Boat,,,CCIC,,
A00001759,AG_18530513,Canal,1853-05-12,Departure,VA-Alex,,MD-Cumb,Charles Williams,Boat,,,AlleghanyMC,,
A00001760,AG_18530513,Canal,1853-05-12,Departure,VA-Alex,,VA-Winchester,David Seigle,Boat,,groceries,Flem-Doug,,"Boat David Seigle, groceries from Fleming & Douglass, for Winchester, and Harper's Ferry, Va., and groceries for Staunton, Va., from William & Charles Bayne."
A00001761,AG_18530514,Marine,1853-05-09,Memoranda,,MA-Dighton,,Mary Ann,Schooner,,,,,
A00001762,AG_18530514,Canal,1853-05-13,Arrival,MD-Cumb,,VA-Alex,Southampton,Boat,,coal,,CCIC,
A00001763,AG_18530514,Canal,1853-05-13,Arrival,MD-Cumb,,VA-Alex,N. J. Berston,Boat,,coal,,CCIC,
A00001764,AG_18530514,Canal,1853-05-13,Arrival,MD-Cumb,,VA-Alex,C. F. Mudge,Boat,,coal,,CCIC,
A00001765,AG_18530514,Canal,1853-05-13,Arrival,MD-Cumb,,VA-Alex,William Hamilton,Boat,,coal,,AlleghanyMC,
A00001766,AG_18530514,Canal,1853-05-13,Arrival,MD-Cumb,,VA-Alex,Ospray,Boat,,coal,,AlleghanyMC,
A00001767,AG_18530514,Canal,1853-05-13,Departure,VA-Alex,,VA-HarpFrry,Essex,Boat,,groceries,McV-Chamb,,"also carried boots, shoes, &c., from Wells A. Harper & Co., for Harper's Ferry, Martinsburg, and Staunton, Va."
A00001768,AG_18530514,Canal,1853-05-13,Departure,VA-Alex,,MD-Boonsboro,Eldorado,Boat,,groceries,McV-Chamb,,"for Boonsboro, and Old Town, Md."
A00001769,AG_18530514,Canal,1853-05-13,Departure,VA-Alex,,MD-Cumb,Magnum,Boat,,,CCIC,,
A00001770,AG_18530514,Canal,1853-05-13,Departure,VA-Alex,,MD-Cumb,Josephine Seaton,Boat,,,CCIC,,
A00001771,AG_18530514,Canal,1853-05-13,Departure,VA-Alex,,MD-Cumb,Mountain Ranger,Boat,,,AlleghanyMC,,
A00001772,AG_18530516,Marine,1853-05-14,Arrival,ME-Eastport,,VA-Alex,Flora,Schooner,Crosby,plaster,,Fowle,also carried laths to Fowle
A00001773,AG_18530516,Marine,1853-05-14,Arrival,PA-Philly,,VA-Alex,James English,Schooner,Neale,coal,,Smith-Th,
A00001774,AG_18530516,Marine,1853-05-14,Arrival,MD-PortDeposit,,VA-Alex,Emery,Schooner,Barton,lumber,,Keph-Bark,
A00001775,AG_18530516,Marine,1853-05-14,Arrival,VA-KingGeorgeCty,,VA-Alex,Independence,Schooner,Berry,corn,,Perry-Son,
A00001776,AG_18530516,Marine,1853-05-14,Departure,VA-Alex,,NY-Troy,Ruth Halsey,Schooner,Futhill,coal,AlleghanyMC,,
A00001777,AG_18530516,Marine,1853-05-06,Memoranda,,NB-StJohn,,Iris,Br. Schooner,Gunn,,,,
A00001778,AG_18530516,Marine,1853-05-06,Memoranda,,NB-StJohn,,Josephine,Schooner,Fritz,,,,
A00001779,AG_18530516,Marine,1853-05-09,Memoranda,ME-Eastport,ME-Eastport,VA-Alex,Mary Peavy,Schooner,Simpson,,,,
A00001780,AG_18530516,Marine,1853-05-11,Memoranda,,RI-Providence,,E. Townsend,Schooner,Willitts,,,,
A00001781,AG_18530516,Marine,1853-05-12,Memoranda,,MA-Boston,,Martin Hoffman,Steamship,,,,,
A00001782,AG_18530516,Canal,1853-05-14,Arrival,MD-Cumb,,VA-Alex,Old Dominion,Boat,,coal,,AlleghanyMC,
A00001783,AG_18530516,Canal,1853-05-14,Departure,VA-Alex,,MD-Cumb,Ospray,Boat,,,AlleghanyMC,,
A00001784,AG_18530516,Canal,1853-05-14,Departure,VA-Alex,,MD-Cumb,William T. Hamilton,Boat,,,AlleghanyMC,,
A00001785,AG_18530517,Marine,1853-05-16,Arrival,NY-NewYork,,VA-Alex,Timothy Pharo,Schooner,Cranmner,,,CCIC,
A00001786,AG_18530517,Marine,1853-05-16,Arrival,NY-NewYork,,VA-Alex,J. P. Loffland,Schooner,Applegate,,,CCIC,
A00001787,AG_18530517,Marine,1853-05-16,Arrival,NY-NewYork,,VA-Alex,Suwassett,Schooner,Aldridge,,,CCIC,
A00001788,AG_18530517,Marine,1853-05-16,Arrival,NY-NewYork,,VA-Alex,B. E. Sharp,Schooner,Sharp,,,CCIC,
A00001789,AG_18530517,Marine,1853-05-16,Arrival,NY-NewYork,,VA-Alex,John Compton,Schooner,Martz,,,CCIC,
A00001790,AG_18530517,Marine,1853-05-16,Arrival,NY-NewYork,,VA-Alex,Sarah E. Parker,Schooner,Rogers,,,CCIC,
A00001791,AG_18530517,Marine,1853-05-16,Arrival,MA-Boston,,VA-Alex,White Squall,Schooner,Aumach,,,CCIC,
A00001792,AG_18530517,Marine,1853-05-16,Arrival,NY-NewYork,,VA-Alex,William Bacon,Schooner,Hulse,,,CCIC,
A00001793,AG_18530517,Marine,1853-05-16,Arrival,NY-NewYork,,VA-Alex,William Loper,Schooner,Lake,,,CCIC,
A00001794,AG_18530517,Marine,1853-05-16,Arrival,NY-NewYork,,VA-Alex,A. Pancost,Schooner,Pancost,,,FrostburgCC,
A00001795,AG_18530517,Marine,1853-05-16,Arrival,NY-NewYork,,VA-Alex,J. Predmore,Schooner,Predmore,,,FrostburgCC,
A00001796,AG_18530517,Marine,1853-05-16,Arrival,NY-NewYork,,VA-Alex,Buena Vista,Schooner,Atchison,,,FrostburgCC,
A00001797,AG_18530517,Marine,1853-05-16,Arrival,MA-Fall River,,VA-Alex,M. C. Durfee,Schooner,James,,,BordenMC,
A00001798,AG_18530517,Marine,1853-05-16,Arrival,NY-NewYork,,VA-Alex,C. L. Bayliss,Schooner,Tooker,,,BordenMC,
A00001799,AG_18530517,Marine,1853-05-16,Arrival,RI-Providence,,VA-Alex,Jeremiah,Schooner,Leaming,,,AlleghanyMC,
A00001800,AG_18530517,Marine,1853-05-16,Arrival,NY-NewYork,,VA-Alex,Fairfax,Schooner,Osborne,,,Shinn,also carried freight for the district
A00001801,AG_18530517,Marine,1853-05-16,Arrival,NY-NewYork,,VA-Alex,Empire,Schooner,Smith,,,Shinn,also carried freight for the district
A00001802,AG_18530517,Marine,1853-05-16,Arrival,MA-Boston,,VA-Alex,Luther Child,Schooner,Baker,,,Lam-Mck,
A00001803,AG_18530517,Marine,1853-05-16,Arrival,NY-NewYork,,VA-Alex,Moses Brown,Schooner,Baker,,,Master,
A00001804,AG_18530517,Marine,1853-05-16,Arrival,NY-NewYork,,VA-Alex,Charles Whiting,Schooner,Inman,,,FrostburgCC,
A00001805,AG_18530517,Marine,1853-05-16,Arrival,PA-Philly,,VA-Alex,Two Brothers,Schooner,Treadway,,,Shinn,
A00001806,AG_18530517,Marine,1853-05-16,Arrival,VA-Nomini,,VA-Alex,Virginia,Schooner,Weaver,corn,,Shinn,
A00001807,AG_18530517,Marine,1853-05-16,Arrival,VA-BoydsHole,,VA-Alex,George Washington,Schooner,Jones,corn,,Shinn,
A00001808,AG_18530517,Marine,1853-05-16,Arrival,VA-Nomini,,VA-Alex,California,Schooner,Marks,corn,,Shinn,
A00001809,AG_18530517,Marine,1853-05-16,Arrival,,,VA-Alex,Industry,Schooner,Leatley,corn,,Rob-Payne,
A00001810,AG_18530517,Marine,1853-05-16,Arrival,MD-Baltimore,,VA-Alex,Columbia,Steamer,Harper,,,Wheat-Bros,also carried freight for the district
A00001811,AG_18530517,Marine,1853-05-16,Departure,VA-Alex,,NB-StJohn,Armide,Br. Ship,Langley,,Fowle,,
A00001812,AG_18530517,Marine,1853-05-13,Memoranda,,MA-Boston,,Black Squall,Schooner,,,,,
A00001813,AG_18530517,Marine,1853-05-11,Memoranda,MA-Dighton,MA-Dighton,VA-Alex,Mary Anna,Schooner,,,,,
A00001814,AG_18530517,Marine,1853-05-14,Memoranda,NY-NewYork,NY-NewYork,VA-Alex,Washington,Schooner,Fowler,,,,
A00001815,AG_18530517,Canal,1853-05-16,Arrival,MD-Cumb,,VA-Alex,Ann Gillece,Boat,,coal,,FrostburgCC,
A00001816,AG_18530517,Canal,1853-05-16,Arrival,MD-Cumb,,VA-Alex,William Albert,Boat,,coal,,FrostburgCC,
A00001817,AG_18530517,Canal,1853-05-16,Arrival,MD-Cumb,,VA-Alex,Sarah Ann,Boat,,coal,,FrostburgCC,
A00001818,AG_18530517,Canal,1853-05-16,Arrival,MD-Cumb,,VA-Alex,Mary R. Hale,Boat,,coal,,CCIC,
A00001819,AG_18530517,Canal,1853-05-16,Arrival,MD-Cumb,,VA-Alex,Abraham Leiter,Boat,,coal,,CCIC,
A00001820,AG_18530517,Canal,1853-05-16,Arrival,MD-Cumb,,VA-Alex,W. B. Clarke,Boat,,coal,,CCIC,
A00001821,AG_18530517,Canal,1853-05-16,Arrival,MD-Cumb,,VA-Alex,G. W. Grove,Boat,,coal,,AlleghanyMC,
A00001822,AG_18530517,Canal,1853-05-16,Arrival,MD-Cumb,,VA-Alex,Anna Caroline,Boat,,coal,,AlleghanyMC,
A00001823,AG_18530517,Canal,1853-05-16,Arrival,MD-Cumb,,VA-Alex,A. W. Eastlack,Boat,,coal,,AlleghanyMC,
A00001824,AG_18530517,Canal,1853-05-16,Departure,VA-Alex,,MD-Cumb,Sarah Ann,Boat,,,FrostburgCC,,
A00001825,AG_18530517,Canal,1853-05-16,Departure,VA-Alex,,MD-Cumb,Ann Gillece,Boat,,,FrostburgCC,,
A00001826,AG_18530517,Canal,1853-05-16,Departure,VA-Alex,,MD-Cumb,William Albert,Boat,,,FrostburgCC,,
A00001827,AG_18530517,Canal,1853-05-16,Departure,VA-Alex,,MD-Cumb,C. F. Mudge,Boat,,,CCIC,,
A00001828,AG_18530517,Canal,1853-05-16,Departure,VA-Alex,,MD-Cumb,N. J. Berston,Boat,,,CCIC,,
A00001829,AG_18530517,Canal,1853-05-16,Departure,VA-Alex,,MD-Cumb,Freeman Rawdon,Boat,,,CCIC,,
A00001830,AG_18530517,Canal,1853-05-16,Departure,VA-Alex,,MD-Cumb,D. Shriver,Boat,,,CCIC,,
A00001831,AG_18530517,Canal,1853-05-16,Departure,VA-Alex,,MD-Cumb,Mary R. Hale,Boat,,,CCIC,,
A00001832,AG_18530517,Canal,1853-05-16,Departure,VA-Alex,,MD-Cumb,Abraham Leiter,Boat,,,CCIC,,
A00001833,AG_18530517,Canal,1853-05-16,Departure,VA-Alex,,MD-Cumb,W. B. Clarke,Boat,,,CCIC,,
A00001834,AG_18530517,Canal,1853-05-16,Departure,VA-Alex,,MD-Cumb,Old Dominion,Boat,,,AlleghanyMC,,
A00001835,AG_18530518,Marine,1853-05-17,Arrival,NC-Edenton,,VA-Alex,Mary Louisa,Schooner,Owens,shingles,,Smoot-Uhler,
A00001836,AG_18530518,Marine,1853-05-17,Arrival,MD-PortDeposit,,VA-Alex,Olive,Schooner,Jenkins,lumber,,Smoot-Uhler,
A00001837,AG_18530518,Marine,1853-05-17,Arrival,MD-Baltimore,,VA-Alex,Southerner,Schooner,Lefever,lumber,,Smoot-Uhler,
A00001838,AG_18530518,Marine,1853-05-17,Arrival,NY-NewYork,,VA-Alex,Pearl,Schooner,Wheeler,,,CCIC,
A00001839,AG_18530518,Marine,1853-05-17,Arrival,NY-NewYork,,VA-Alex,J. B. & F. L.,Schooner,Crammer,,,CCIC,
A00001840,AG_18530518,Marine,1853-05-17,Arrival,VA-Machodoc,,VA-Alex,Corinthian,Schooner,Welch,corn,,Irw-J,
A00001841,AG_18530518,Marine,1853-05-17,Arrival,MD-Farmington,,VA-Alex,Slider,Sloop,Bears,wheat,,Irw-J,
A00001842,AG_18530518,Marine,1853-05-17,Departure,VA-Alex,,NY-NewYork,E. Parker,Schooner,Rogers,coal,CCIC,,
A00001843,AG_18530518,Marine,1853-05-17,Departure,VA-Alex,,MA-Wareham,B. E. Sharp,Schooner,Sharp,coal,CCIC,,
A00001844,AG_18530518,Marine,1853-05-17,Departure,VA-Alex,,NY-NewYork,Suwassett,Schooner,Aldridge,coal,CCIC,,
A00001845,AG_18530518,Marine,1853-05-17,Departure,VA-Alex,,NY-NewYork,Timothy Pharo,Schooner,Cranmer,coal,CCIC,,
A00001846,AG_18530518,Marine,1853-05-17,Departure,VA-Alex,,NY-NewYork,A. Pridmore,Schooner,Pridmore,coal,FrostburgCC,,
A00001847,AG_18530518,Marine,1853-05-15,Memoranda,,NY-NewYork,,Statesman,Schooner,Wicks,,,,
A00001848,AG_18530518,Marine,1853-05-12,Memoranda,MA-Fall River,MA-Fall River,VA-Alex,Virginia,Schooner,Heald,,,,
A00001849,AG_18530518,Marine,1853-05-13,Memoranda,RI-Providence,RI-Providence,VA-Alex,Louisa Gray,Schooner,Sharp,,,,
A00001850,AG_18530518,Marine,1853-05-15,Memoranda,PA-Philly,PA-Philly,VA-Alex,Ann Pickerell,Schooner,Dukes,,,,
A00001851,AG_18530518,Canal,1853-05-17,Arrival,MD-Cumb,,VA-Alex,Joseph Eichelberger,Boat,,coal,,CCIC,
A00001852,AG_18530518,Canal,1853-05-17,Arrival,MD-Cumb,,VA-Alex,C. H. Ohr,Boat,,coal,,CCIC,
A00001853,AG_18530518,Canal,1853-05-17,Arrival,MD-Cumb,,VA-Alex,T. C. Potterfield,Boat,,coal,,CCIC,
A00001854,AG_18530518,Canal,1853-05-17,Arrival,MD-Cumb,,VA-Alex,Miles Standish,Boat,,coal,,CCIC,
A00001855,AG_18530518,Canal,1853-05-17,Arrival,MD-Cumb,,VA-Alex,G. W. Riggs,Boat,,coal,,CCIC,
A00001856,AG_18530518,Canal,1853-05-17,Arrival,MD-Cumb,,VA-Alex,Martin Hoffman,Boat,,coal,,CCIC,
A00001857,AG_18530518,Canal,1853-05-17,Arrival,MD-Cumb,,VA-Alex,Ellen Vorhees,Boat,,coal,,FrostburgCC,
A00001858,AG_18530518,Canal,1853-05-17,Arrival,MD-Cumb,,VA-Alex,Octorara,Boat,,coal,,FrostburgCC,
A00001859,AG_18530518,Canal,1853-05-17,Arrival,MD-Cumb,,VA-Alex,Helen Bruce,Boat,,coal,,FrostburgCC,
A00001860,AG_18530518,Canal,1853-05-17,Arrival,MD-Cumb,,VA-Alex,Magruder,Boat,,coal,,FrostburgCC,
A00001861,AG_18530518,Canal,1853-05-17,Arrival,MD-Cumb,,VA-Alex,Baltimore,Boat,,coal,,FrostburgCC,
A00001862,AG_18530518,Canal,1853-05-17,Arrival,MD-Cumb,,VA-Alex,Mountaineer,Boat,,coal,,AlleghanyMC,
A00001863,AG_18530518,Canal,1853-05-17,Departure,VA-Alex,,MD-Cumb,T. C. Potterfield,Boat,,,CCIC,,
A00001864,AG_18530518,Canal,1853-05-17,Departure,VA-Alex,,MD-Cumb,Joseph Eichelberger,Boat,,,CCIC,,
A00001865,AG_18530518,Canal,1853-05-17,Departure,VA-Alex,,MD-Cumb,Miles Standish,Boat,,,CCIC,,
A00001866,AG_18530518,Canal,1853-05-17,Departure,VA-Alex,,MD-Cumb,G. W. Grove,Boat,,,AlleghanyMC,,
A00001867,AG_18530518,Canal,1853-05-17,Departure,VA-Alex,,MD-Cumb,Octorara,Boat,,,FrostburgCC,,
A00001868,AG_18530518,Canal,1853-05-17,Departure,VA-Alex,,MD-Cumb,James A. Magruder,Boat,,,FrostburgCC,,
A00001869,AG_18530518,Canal,1853-05-17,Departure,VA-Alex,,MD-Cumb,Helen Bell,Boat,,,FrostburgCC,,
A00001870,AG_18530518,Canal,1853-05-17,Departure,VA-Alex,,MD-Cumb,Baltimore,Boat,,,FrostburgCC,,
A00001871,AG_18530519,Marine,1853-05-18,Arrival,NY-NewYork,,VA-Alex,Zephyr,Schooner,Doyles,,,CCIC,
A00001872,AG_18530519,Marine,1853-05-18,Departure,VA-Alex,,WL-Newport,Thetis,Br. Brig,Cassady,,How-Poor,,
A00001873,AG_18530519,Marine,1853-05-18,Departure,VA-Alex,,RI-Providence,J. Leaming,Schooner,Godfrey,coal,AlleghanyMC,,
A00001874,AG_18530519,Marine,1853-05-18,Departure,VA-Alex,,NY-NewYork,James English,Schooner,Neal,,CCIC,,
A00001875,AG_18530519,Marine,1853-05-18,Departure,VA-Alex,,MD-Baltimore,Knight,Schooner,Travis,,How-Poor,,
A00001876,AG_18530519,Marine,1853-05-18,Departure,VA-Alex,,NY-NewYork,Buena Vista,Schooner,Atchison,coal,FrostburgCC,,
A00001877,AG_18530519,Marine,1853-05-18,Departure,VA-Alex,,NJ-JerseyCity,C. L. Bayliss,Schooner,Looker,coal,BordenMC,,
A00001878,AG_18530519,Marine,1853-05-16,Memoranda,,NY-NewYork,,Ringgold,Schooner,Driscoll,,,,
A00001879,AG_18530519,Marine,1853-05-15,Memoranda,,MA-Boston,,Trieste,Schooner,Lanpher,,,,
A00001880,AG_18530519,Marine,1853-05-14,Memoranda,NC-Wilmington,NC-Wilmington,VA-Alex,Leopold O'Donnell,Schooner,Townsend,,,,
A00001881,AG_18530519,Marine,1853-05-14,Memoranda,,MA-Newburyport,,Fulton,Schooner,,,,,
A00001882,AG_18530519,Marine,1853-05-15,Memoranda,MA-Boston,MA-Boston,VA-Alex,Martin Hoffman,Steamship,,,,,
A00001883,AG_18530519,Canal,1853-05-18,Arrival,MD-Cumb,,VA-Alex,Ohio,Boat,,coal,,AlleghanyMC,
A00001884,AG_18530519,Canal,1853-05-18,Arrival,MD-Cumb,,VA-Alex,A. S. Borden,Boat,,coal,,BordenMC,
A00001885,AG_18530519,Canal,1853-05-18,Arrival,MD-Cumb,,VA-Alex,Eigleheart,Boat,,coal,,BordenMC,
A00001886,AG_18530519,Canal,1853-05-18,Arrival,MD-Cumb,,VA-Alex,James Fitzpatrick,Boat,,coal,,BordenMC,
A00001887,AG_18530519,Canal,1853-05-18,Arrival,MD-Cumb,,VA-Alex,Cock Robin,Boat,,coal,,BordenMC,
A00001888,AG_18530519,Canal,1853-05-18,Arrival,MD-Cumb,,VA-Alex,Ann Acts,Boat,,coal,,BordenMC,
A00001889,AG_18530519,Canal,1853-05-18,Departure,VA-Alex,,MD-Cumb,A. W. Eastlack,Boat,,,AlleghanyMC,,
A00001890,AG_18530519,Canal,1853-05-18,Departure,VA-Alex,,MD-Cumb,A. S. Borden,Boat,,,BordenMC,,
A00001891,AG_18530519,Canal,1853-05-18,Departure,VA-Alex,,MD-Cumb,Eigleheart,Boat,,,BordenMC,,
A00001892,AG_18530519,Canal,1853-05-18,Departure,VA-Alex,,MD-Cumb,Cock Robin,Boat,,,BordenMC,,
A00001893,AG_18530519,Canal,1853-05-18,Departure,VA-Alex,,MD-Cumb,James Fitzpatrick,Boat,,,BordenMC,,
A00001894,AG_18530519,Canal,1853-05-18,Departure,VA-Alex,,MD-Cumb,Martin Hoffman,Boat,,,CCIC,,
A00001895,AG_18530519,Canal,1853-05-18,Departure,VA-Alex,,MD-Cumb,C. H. Ohr,Boat,,,CCIC,,
A00001896,AG_18530519,Canal,1853-05-18,Departure,VA-Alex,,MD-Cumb,G. W. Riggs,Boat,,,CCIC,,
A00001897,AG_18530519,Canal,1853-05-18,Departure,VA-Alex,,MD-Cumb,Ellen Vorhees,Boat,,,FrostburgCC,,
A00001898,AG_18530520,Marine,1853-05-19,Arrival,NC,,VA-Alex,Augustus Holly,Schooner,Allen,shingles,,Waters-Zim,
A00001899,AG_18530520,Marine,1853-05-19,Arrival,MD-PortDeposit,,VA-Alex,James A. Stewart,Schooner,Blatler,lumber,,Waters-Zim,
A00001900,AG_18530520,Marine,1853-05-19,Arrival,MD-Baltimore,,VA-Alex,Indiana,Schooner,Harrington,lumber,,Waters-Zim,
A00001901,AG_18530520,Marine,1853-05-19,Arrival,NC,,VA-Alex,Grace Garett,Schooner,Jones,shingles,,Waters-Zim,
A00001902,AG_18530520,Marine,1853-05-19,Arrival,MD-PortDeposit,,VA-Alex,Commerce,Schooner,Cole,lumber,,Waters-Zim,
A00001903,AG_18530520,Marine,1853-05-19,Arrival,MD-Baltimore,,VA-Alex,Southerner,Schooner,Lefevre,lumber,,Waters-Zim,
A00001904,AG_18530520,Marine,1853-05-19,Arrival,MD-PortDeposit,,VA-Alex,J. Marion,Schooner,Fitzhugh,lumber,,Waters-Zim,
A00001905,AG_18530520,Marine,1853-05-19,Arrival,MD-PortDeposit,,VA-Alex,Advocate,Schooner,Fields,lumber,,Keph-Bark,
A00001906,AG_18530520,Marine,1853-05-19,Departure,VA-Alex,,NY-NewYork,William Bacon,Schooner,Hulse,coal,CCIC,,
A00001907,AG_18530520,Marine,1853-05-19,Departure,VA-Alex,,NY-NewYork,J. P. Loffland,Schooner,Applegate,coal,CCIC,,
A00001908,AG_18530520,Marine,1853-05-19,Departure,VA-Alex,,NY-Troy,A. Pancost,Schooner,Pancost,,FrostburgCC,,
A00001909,AG_18530520,Marine,1853-05-13,Memoranda,,ME-Bangor,,M. Sewall,Schooner,Loud,,,,
A00001910,AG_18530520,Marine,1853-05-17,Memoranda,,MA-Boston,,Freeman Rawdon,Steamship,,,,,
A00001911,AG_18530520,Canal,1853-05-19,Arrival,MD-Cumb,,VA-Alex,Eckhart,Boat,,coal,,CCIC,
A00001912,AG_18530520,Canal,1853-05-19,Arrival,MD-Cumb,,VA-Alex,J. L. W. Baker,Boat,,coal,,CCIC,
A00001913,AG_18530520,Canal,1853-05-19,Arrival,MD-Cumb,,VA-Alex,Juno,Boat,,coal,,CCIC,
A00001914,AG_18530520,Canal,1853-05-19,Arrival,MD-Cumb,,VA-Alex,R. G. Violett,Boat,,coal,,CCIC,
A00001915,AG_18530520,Canal,1853-05-19,Arrival,MD-Cumb,,VA-Alex,William J. Boothe,Boat,,coal,,AlleghanyMC,
A00001916,AG_18530520,Canal,1853-05-19,Departure,VA-Alex,,MD-Cumb,Ann Caroline,Boat,,,AlleghanyMC,,
A00001917,AG_18530520,Canal,1853-05-19,Departure,VA-Alex,,MD-Cumb,Ohio,Boat,,,AlleghanyMC,,
A00001918,AG_18530520,Canal,1853-05-19,Departure,VA-Alex,,MD-Cumb,Sarah Perry,Boat,,,AlleghanyMC,,
A00001919,AG_18530520,Canal,1853-05-19,Departure,VA-Alex,,MD-Cumb,Mountaineer,Boat,,,AlleghanyMC,,
A00001920,AG_18530520,Canal,1853-05-19,Departure,VA-Alex,,VA-HarpFrry,J. F. Wheatly,Boat,,groceries,Flem-Doug,,
A00001921,AG_18530520,Canal,1853-05-19,Departure,VA-Alex,,MD-Cumb,Eckhart,Boat,,,CCIC,,
